S No,Slot,Course Code,Course Description,Course Credit,L,T,P,Course Co-Ordinator,Registered
279,F,EEL487,INTELLIGENT ALGORITHMS FOR POWER SYSTEMS,3,3,0,0,SUKUMAR MISHRA,6
280,F,EEP203,ELECTROMECHANICS LABORATORY,1.5,0,0,3,J K CHATTERJEE,70
281,F,EEP301,CONTROL ENGINEERING LABORATORY,1.5,0,0,3,RKP BHATT,79
282,H,EEL789,OPTOELECTRONIC INSTRUMENTATION,3,3,0,0,SNEH ANAND,6
283,H,EEL806,COMPUTER VISION,4,3,0,2,SUMANTRA DUTTA ROY,11
284,H,EEL456,POWER ENGINEERING - II,4,3,0,2,SUKUMAR MISHRA,16
285,J,EEL710,CODING THEORY,3,3,0,0,RANJAN BOSE,43
286,J,EEL742,PHYSICAL PHENOMENON & DESIGN CONCEPTS IN MACHINES,3,3,0,0,BHIM SINGH,20
287,J,EEL731,DIGITAL SIGNAL PROCESSING-I,3,3,0,0,S C DUTTAROY,43
288,J,EEL792,POWER SYSTEM PROTECTION,3,3,0,0,MOHAN LAL KOTHARI,23
289,J,EEL878,ARTIFICIAL INTELLIGENCE FOR CONTROL APPLICATIONS,3,3,0,0,MADAN GOPAL,9
290,K,EEL852,SPECIAL TOPICS IN COMPUTERS - II,3,3,0,0,JAYADEVA,4
291,M,EEL851,SPECIAL TOPICS IN COMPUTERS I,3,3,0,0,SUMANTRA DUTTA ROY,5
292,M,EEL844,ADVANCED OR SELECTED TOPICS IN POWER ELECTRONICS,3,3,0,0,MUMMADI VEERACHARY,12
293,M,EEL762,DIGITAL COMMUNICATION,3,3,0,0,SHANKAR PRAKRIYA,54
294,N,EEN110,INTRO TO ELECT ENGG,2,0,0,4,SANTANU CHAUDHURY,65
295,N,EEN120,INTRO TO ELECT ENGG.(POWER),2,0,0,4,K RRAJAGOPAL,24
296,P,EEP788,IC PROCESSING LAB,3,0,0,6,SUDHIR CHANDRA,26
297,P,EEL767,TELECOMMUNICATION SYSTEMS,3,3,0,0,BREJESH LALL,27
298,P,EES837,INDEPENDENT STUDY,3,0,3,0,G S VISWESWARAN,1
299,P,EET410,PRACTICAL TRAINING,0,0,0,0,M HANMANDLU,62
300,P,EET420,PRACTICAL TRAINING,0,0,0,0,M HANMANDLU,23
301,P,EET841,INDUSTRIAL TRAINING AND SEMINAR,3,3,0,0,J K CHATTERJEE,5
302,P,JGD801,MAJOR PROJECT PART-I,6,0,0,12,J P SUBRAMANYAM,15
303,P,JMD801,MAJOR PROJECT PART-I,6,0,0,12,BREJESH LALL,11
304,P,JMD802,MAJOR PROJECT PART-II,12,0,0,24,BREJESH LALL,1
305,P,JVD801,MAJOR PROJECT PART-I,6,0,0,12,PREETI RANJAN PANDA,9
306,P,JVD802,MAJOR PROJECT PART-II,12,0,0,24,PREETI RANJAN PANDA,1
307,P,EED898,MAJOR PROJECT PART-II,12,0,0,24,SUKUMAR MISHRA,2
308,P,EED875,MAJOR PROJECT PART-I,6,0,0,12,MASHUQ-UN-NABI,10
309,P,EED888,MAJOR PROJECT PART - 1,6,0,0,12,G S VISWESWARAN,16
310,P,EED890,MAJOR PROJECT PART-I,6,0,0,12,SUKUMAR MISHRA,11
311,P,EED895,MAJOR PROJECT,40,0,0,80,INDRA NARAYAN KAR,6
312,P,EED411,MAJOR PROJECT PART 1 (EE),3,0,0,6,RKP BHATT,42
313,P,EED421,MAJOR PROJECT PART 1 (EP),3,0,0,6,RKP BHATT,21
314,P,EED801,MAJOR PROJECT PART-I,6,0,0,12,SUMANTRA DUTTA ROY,14
315,P,EED830,MINOR PROJECT,3,0,0,6,G S VISWESWARAN,1
316,P,EED842,MAJOR PROJECT PART-I,6,0,0,12,J K CHATTERJEE,17
317,P,EED851,MAJOR PROJECT PART 1 (EI),6,0,0,12,M HANMANDLU,18
318,P,EED852,MAJOR PROJECT PART 2 (EI),14,0,0,28,M HANMANDLU,1
319,P,EED861,MAJOR PROJECT PART-I,6,0,0,12,BREJESH LALL,7
320,P,EEC410,COLLOQUIUM (EE),3,0,3,0,RANJAN KUMAR MALLIK,57
321,P,EEC420,COLLOQUIUM (EP),3,0,3,0,BIJAYA KETAN PANIGRAHI,21
322,R,EEP842,POWER ELECTRONICS LABORATORY,1.5,0,0,3,BHIM SINGH,17
323,R,EEP725,CONTROL LABORATORY,3,0,0,6,MADAN GOPAL,10
324,R,EEP701,DIGITAL SYSTEM LAB,2,0,0,4,SUBRAT KAR,16
325,S,EEP717,COMMUNICATION LAB I,2,0,0,4,SHANKAR PRAKRIYA,18
326,S,EEP735,IEC LABORATORY I,3,0,0,6,JAYADEVA,20
327,S,EEP841,ELECTRICAL MACHINES LABORATORY,1.5,0,0,3,K RRAJAGOPAL,17
328,T,EEP791,POWER SYSTEMS LAB-I,2,0,0,4,P R BIJWE,11
329,T,EEP776,WIRELESS COMMUNICATION LABORATORY,3,0,1,4,RANJAN BOSE,11
330,T,EEP773,TELECOMMUNICATION SOFTWARE LABORATORY,3,0,1,4,SUBRAT KAR,11
331,A,HUL213,MACRO ECONOMICS,4,3,1,0,V UPADHYAY,86
332,A,HUL215,ECONOMETRIC METHODS,4,3,1,0,V UPADHYAY,85
333,A,HUL231,AN INTRODUCTION TO LITERATURE,4,3,1,0,ANGELIE MULTANI,84
334,A,HUL240,INDIAN ENGLISH POETRY,4,3,1,0,SYAMALA KALLURY,59
335,A,HUL253,MORAL LITERACY AND MORAL CHOICES,4,3,1,0,BHARATI PURI,59
336,A,HUL254,ART AND TECHNOLOGY,4,3,1,0,SANIL V,28
337,A,HUL262,ENVIRONMENTAL PSYCHOLOGY,4,3,1,0,PURNIMA SINGH,84
338,A,HUL267,POSITIVE PSYCHOLOGY,4,3,1,0,KAMLESH SINGH,90
339,A,HUL272,INTRODUCTION TO THE SOCIOLOGY OF INDIA,4,3,1,0,RAVINDER KAUR,82
340,A,HUL273,SCIENCE; TECHNOLOGY AND SOCIETY,4,3,1,0,P VIGNESWARA ILAVARASAN,68
341,A,HUL275,ENVIRONMENT; DEVELOPMENT AND SOCIETY,4,3,1,0,VIBHA ARORA,66
342,A,HUL281,MIND; MACHINES AND LANGUAGE,4,3,1,0,SHANTANU GHOSH,44
343,A,HUL282,SYSTEM AND STRUCTURE: AN INTRODUCTION TO COMMUNICA,4,3,1,0,PRITHA CHANDRA,61
344,A,HUL289,PERSPECTIVE ON SCIENCE TECHNOLOGY& HUMAN DEVPT,4,3,1,0,AMBUJ D SAGAR,31
345,C,HUL711,PSYCHOLOGICAL TESTING AND BEHAVIORAL ASSESSMENT,3,2,1,0,KAMLESH SINGH,6
346,E,HUL845,ENVIRONMENTAL ETHICS,3,3,0,0,BHARATI PURI,18
347,I,HUN100,INTRO TO HUMANITIES & SOCIAL SCIENCES,1,1,0,0,V UPADHYAY,273
348,J,HUL883,CRITICAL THEORY: PLATO TO DERRIDA,3,3,0,0,ANGELIE MULTANI,20
349,M,HUL810,COMMUNICATION SKILLS,3,3,0,0,ANGELIE MULTANI,141
350,M,HUL706,"LANGUAGE, SOCIETY AND CULTURE",3,2,1,0,PRITHA CHANDRA,2
351,P,HUV886,SPECIAL MODULE IN COGNITIVE PSYCHOLOGY,2,1,0,2,SHANTANU GHOSH,9
352,P,HUC722,SEMINAR,3,0,0,6,AMULYA KHURANA,67
353,A,SML715,QUALITY & ENVIRONMENT MANAGEMENT SYSTEMS,3,2,0,2,RAVI SHANKAR,35
354,A,SML720,BUSINESS ENVIRONMENT AND CORPORATE STRATEGIES,3,2,0,2,MAHIM SAGAR,47
355,B,SML730,ORGANIZATIONAL MANAGEMENT,3,3,0,0,V GAUTAM,68
356,B,SML305,ORGANISATION OF ENGG SYS. & HUMAN RESOURCES MANAGE,4,3,1,0,KANIKA TANDON BHAL,121
357,B,SML843,SUPPLY CHAIN MANAGEMENT,3,3,0,0,D KBANWET,26
358,B,SML874,INDIAN FINANCIAL SYSTEM,3,3,0,0,K CHANDRASHEKHAR IYER,36
359,C,SML845,TOTAL PROJECT SYSTEMS MANAGEMENT,3,3,0,0,K CHANDRASHEKHAR IYER,20
360,C,SML710,CREATIVE PROBLEM SOLUTION,3,2,0,2,HARISH CHOUDHARY,131
361,D,SML760,MARKETING MANAGEMENT,3,2,0,2,MAHIM SAGAR,110
362,D,SML875,INTERNATIONAL FINANCIAL MANAGEMENT,3,3,0,0,SURENDRA SINGH YADAV,47
363,E,SML770,MANAGEMENT ACCOUNTS AND FINANCIAL MANAGEMENT,3,2,0,2,P KJAIN,67
364,F,SML822,INTERNATIONAL BUSINESS,3,2,0,2,SURENDRA SINGH YADAV,19
365,F,SML861,MARKET RESEARCH,3,2,0,2,SEEMA SHARMA,23
366,H,SMV895,MANAGEMENT RESEARCH METHODOLOGY,1,1,0,0,KANIKA TANDON BHAL,49
367,H,SML780,MANAGERIAL ECONOMICS,3,2,0,2,SUDHIR KUMAR JAIN,116
368,J,SML833,ORGANISATIONAL DEVELOPMENT,3,3,0,0,V GAUTAM,4
369,J,SML723,TELECOMMUNICATION SYSTEMS MANAGEMENT,3,3,0,0,MAHIM SAGAR,19
370,J,SML870,ADVANCED FINANCIAL MANAGEMENT,3,2,0,2,P KJAIN,40
371,K,SML852,NETWORK SYSTEM: APPLICATIONS AND MANAGEMENT,3,2,0,2,MANMOHAN PRASAD GUPTA,32
372,K,SMV794,COMMUNICATION SKILLS,1.5,1,0,1,HARISH CHOUDHARY,48
373,K,SMV795,SYSTEMS THINKING,1,1,0,0,SUSHIL,110
374,L,SMP791,COMPUTER LABORATORY,1,0,0,2,MANMOHAN PRASAD GUPTA,109
375,M,SML856,BUSINESS INTELLIGENCE,3,2,0,2,MANMOHAN PRASAD GUPTA,13
376,M,SML740,QUANTUM METHODS,3,2,0,2,K CHANDRASHEKHAR IYER,123
377,P,SMD792,MINOR PROJECT,3,0,0,6,SEEMA SHARMA,9
378,X,SML700,FUNDAMENTAL OF MANAGEMENT TECHNOLOGY,3,3,0,0,SUSHIL,94
379,Z,SML731,HUMAN RESOURCE MANAGEMENT,3,3,0,0,KANIKA TANDON BHAL,64
380,A,MAL517,DIFFERENTIAL EQUATIONS,4,3,1,0,KONIJETI SREENADH,33
381,A,MAL724,CRYPTOLOGY,3,3,0,0,RAJENDRA KUMAR SHARMA,21
382,A,MAL730,CRYPTOGRAPHY,4,3,1,0,RAJENDRA KUMAR SHARMA,31
383,A,MAL786,CRYPTOLOGY,4,3,1,0,RAJENDRA KUMAR SHARMA,48
384,B,MAL860,LINEAR ALGEBRA,3,3,0,0,ANIMA NAGAR,11
385,B,MAL513,REAL ANALYSIS,4,3,1,0,BISWARANJAN BEHERA,35
386,C,MAL503,LINEAR ALGEBRA,4,3,1,0,WAGISH SHUKLA,41
387,C,MAL110,MATHEMATICS-I,4,3,1,0,RAJENDRA KUMAR SHARMA,426
388,C,MAL111,INTRO TO ANALYSIS & DIFFERENTIAL EQUATIONS,4,3,1,0,BISWARANJAN BEHERA,167
389,C,MAL115,MULTIVARIABLE CALCULUS AND MATRIX THEORY,4,3,1,0,SUBIMAN KUNDU,35
390,C,MAL230,NUM METHODS & COMPUTATION,4,3,1,0,S CHANDRA SEKHARA RAO,39
391,C,MAL250,PROBABILITY & STOCHASTIC PROCESSES,4,3,1,0,S DHARMARAJA,176
392,C,MAL255,LINEAR ALGEBRA,4,3,1,0,WAGISH SHUKLA,70
393,C,MAL358,OPERATING SYSTEMS,4,3,0,2,M HANMANDLU,19
394,C,MAL390,STATISTICAL METHODS AND ALGORITHMS,4,3,1,0,APARNA MEHRA,1
395,D,MAL601,TOPOLOGY,4,3,1,0,SUBIMAN KUNDU,25
396,D,MAL731,INTRO TO CHAOTIC DYNAMICAL SYSTEMS,4,3,1,0,ANIMA NAGAR,16
397,E,MAL754,PRINCIPLES OF COMPUTER GRAPHICS,4,3,0,2,SANTANU CHAUDHURY,12
398,E,MAL609,BASIC COMPUTER SCIENCE,4,3,0,2,BHAWANI SANKAR PANDA,26
399,E,MAL245,TOPOLOGY AND FUNCTIONAL ANALYSIS,4,3,1,0,A NAGABHUSHANANM,64
400,F,MAL180,DISCRETE MATHEMATICAL STRUCTURES,4,3,1,0,A TRIPATHI,28
401,F,MAL656,GRAPH THEORY,4,3,1,0,BHAWANI SANKAR PANDA,13
402,F,MAL705,DISCRETE MATHEMATICAL STRUCTURES,3,3,0,0,A TRIPATHI,17
403,F,MAL519,INTRODUCTION TO COMPUTERS AND PROGRAMMING,4,3,0,2,MANI MEHRA,31
404,F,MAL468,GRAPH THEORY,4,3,1,0,BHAWANI SANKAR PANDA,39
405,H,MAL466,MULTIVARIATE STATISTICAL METHODS,4,3,1,0,A NAGABHUSHANANM,1
406,H,MAL717,FUZZY SETS & APPLICATIONS,3,3,0,0,APARNA MEHRA,52
407,H,MAL701,INTRODUCTION TO PROGRAMMING AND DATA STRUCTURES,4,3,0,2,PRAGYA JAIN,85
408,H,MAL630,PARTIAL DIFFERENTIAL EQUATIONS,4,3,1,0,KONIJETI SREENADH,27
409,J,MAL509,PROBABILITY THEORY,4,3,1,0,B R HANDA,39
410,J,MAL382,THEORY OF AUTOMATA,4,3,1,0,NILADRI CHATTERJEE,22
411,J,MAL740,QUEUING NETWORKS FOR COMPUTERS & COMMUNICATION SYS,4,3,0,2,S DHARMARAJA,3
412,K,MAL145,NUMBER THEORY,4,3,1,0,A TRIPATHI,18
413,N,MAN150,INTRODUCTON TO MATHEMATICSAND COMPUTING,2,0,0,4,A TRIPATHI,34
414,P,MAP290,SYSTEM DESIGN LABORATORY,2,0,0,4,BISWARANJAN BEHERA,34
415,P,MAP701,COMPUTING LAB I,2,0,0,4,RAM LAL,26
416,P,MAP707,PROGRAMMING LANGUAGES LABORATORY,2,0,0,4,MRS JAYA,22
417,P,MAT450,PRACTICAL TRAINING,0,0,0,0,APARNA MEHRA,34
418,P,MAD703,PROJECT PART I*,4,0,0,8,ANIMA NAGAR,26
419,P,MAD851,MAJOR PROJECT PART 1 (MT),6,0,0,12,S DHARMARAJA,23
420,P,MAD853,MAJOR PROJECT PART 1 (MT),4,0,0,8,S DHARMARAJA,4
421,P,MAD854,MAJOR PROJECT PART 2 (MT),16,0,0,32,S DHARMARAJA,4
422,P,JCD801,MAJOR PROJECT PART-I,6,0,0,12,NILADRI CHATTERJEE,16
423,P,JCS800,INDEPENDENT STUDY,3,3,0,0,RAJESH BHATT,1
424,P,MA593S,PROJECT PART I,3,0,0,6,S DHARMARAJA,1
425,P,MAC450,COLLOQUIUM (MT),3,0,3,0,APARNA MEHRA,28
426,P,MAD350,MINI PROJECT (MT),3,0,0,6,BISWARANJAN BEHERA,6
427,A,MEL707,APPLIED MATHEMATICS FOR MECHANICAL ENGG,3,2,0,2,SANGEETA KOHLI,23
428,A,MEL733,VIBRATIONS ENGG,4,3,0,2,KSHITIJ GUPTA,23
429,A,MEL761,STATISTICS FOR DECISION MAKING,4,3,0,2,MAKARAND SHRIKRISHNA KULKARNI,46
430,A,MEL791,COMPOSITE MATERIALS & PROCESSING,4,3,0,2,NARESH BHATNAGAR,25
431,B,MEL781,MACHINING PROCESSES AND ANALYSIS,4,3,0,2,SUDARSAN GHOSH,16
432,B,MEL737,ADVANCED MECHANICAL DESIGN,4,3,0,2,T K KUNDRA,22
433,B,MEL705,EXPERIMENTAL METHODS IN THERMAL ENGG,4,2,0,4,S R KALE,15
434,B,MEL311,MACHINE ELEMENT DESIGN,5,3,1,2,SATINDER PAUL SINGH,90
435,B,MEL316,MECHANICAL VIBRATIONS,4,3,0,2,A K DARPE,19
436,C,MEL703,ADVANCED THERMODYNAMICS,3,3,0,0,M R RAVI,20
437,C,MEL331,MACHINE-TOOLS AND CNC MANUFACTURING,4,3,0,2,P M PANDEY,27
438,C,MEL344,REFRIGERATION AND AIR-CONDITIONING,4,3,0,2,P L DHAR,8
439,C,MEL433,MICRO- AND NANO- MANUFACTURING,4,3,0,2,SIVANANDAM ARAVINDAN,46
440,C,MEL739,ROBOTICS,4,3,0,2,SUBIR KUMAR SAHA,7
441,C,MEL751,INDUSTRIAL ENGG. & SYSTEMS,4,3,0,2,MAKARAND SHRIKRISHNA KULKARNI,14
442,C,MEL812,COMBUSTION,4,3,0,2,ANJAN RAY,9
443,C,MEL840,EXPERIMENTAL MODAL ANALYSIS AND DYNAMIC DESIGN,4,3,0,2,SUBODH VASANT MODAK,15
444,D,MEL787,WELDING AND ALLIED PROCESSES,4,3,0,2,SUNIL PANDEY,26
445,D,MEL731,DESIGN OF MECHANISMS,4,3,0,2,SUDIPTO MUKHERJEE,18
446,D,MEL242,HEAT AND MASS TRANSFER,4,3,1,0,P MV SUBBARAO,62
447,D,MEL231,CASTING & WELDING,4,3,0,2,R SAGAR,35
448,E,MEL120,MANUFACTURING PRACTICES,4,2,0,4,P VMADHUSUDHAN RAO,301
449,E,MEL211,KINEMATICS & DYNAMICS OF MACHINES,4,3,0,2,JAYANTA KUMAR DUTT,105
450,E,MEL110,GRAPHIC SCIENCE,4,2,0,4,SUBODH VASANT MODAK,268
451,E,MEL711,REFRIGERATION AND AIR CONDITIONING TECHNOLOHY,4,3,0,2,SANJEEV JAIN,22
452,E,MEL421,PRODUCTION MANAGEMENT,4,3,0,2,MAKARAND SHRIKRISHNA KULKARNI,63
453,E,MEL807,COMPUTATIONAL HEAT TRANSFER,4,2,0,4,PRABAL TALUKDAR,25
454,E,MEL735,COMPUTER METHODS IN MECHANICAL DESIGN,4,3,0,2,ANOOP CHAWLA,20
455,E,MEL783,AUTOMATION IN MANUFACTURING,4,3,0,2,SUNIL JHA,27
456,E,MEL765,OPERATIONS RESEARCH,4,3,0,2,KIRAN SETH,12
457,F,MEP201,MECHANICAL ENGINEERING DRAWING,3,1,0,4,A K DARPE,103
458,F,MEL432,MICROPROCESSOR APPLICATIONS IN MANUFACTURING,4,3,0,2,I P SINGH,39
459,F,MEL671,VALUE ENGINEERING,3,2,0,2,A D GUPTA,28
460,F,MEL416,ROBOTICS ENGINEERING,4,3,1,0,SUDIPTO MUKHERJEE,19
461,F,MEL342,POWER PLANT TECHNOLOGIES,4,3,0,2,SANJEEV JAIN,10
462,F,MEL715,GAS DYNAMICS,4,3,0,2,P MV SUBBARAO,20
463,F,MEL233,MACHINING; MACHINE-TOOLS AND METROLOGY,4,3,0,2,P VENKATESWARA RAO,66
464,H,MEL221,INDUSTRIAL ENGINEERING AND OPERATIONS RESEARCH,4,3,0,2,KIRAN SETH,89
465,J,MEL713,DESIGN OF IC ENGINE COMPONENTS & SUB-SYSTEMS,4,3,0,2,J P SUBRAMANYAM,15
466,K,MEC410,COLLOQUIUM (ME),3,0,3,0,NARESH BHATNAGAR,69
467,K,MEC420,COLLOQUIUM (PE),3,0,3,0,NARESH BHATNAGAR,33
468,N,MEN120,INTRODUCTON PRODUCTIION AND INDUSTRALENGG,2,0,0,4,P M PANDEY,39
469,N,MEN110,INTRODUCTION TO MECHANIICAL ENGINEERING,2,0,0,4,SANGEETA KOHLI,81
470,P,MES860,INDEPENDENT STUDY,3,0,3,0,MAKARAND SHRIKRISHNA KULKARNI,1
471,P,MET410,PRACTICAL TRAINING,0,0,0,0,SANJEEV JAIN,74
472,P,MET420,PRACTICAL TRAINING,0,0,0,0,SANJEEV JAIN,35
473,P,MEC601,MECHANICAL ENGINEERING SEMINARS,1,0,1,0,SANGEETA KOHLI,18
474,P,MED411,MAJOR PROJECT PART 1 (ME),3,0,0,6,SUBIR KUMAR SAHA,61
475,P,MED412,MAJOR PROJECT PART 2 (ME),7,0,0,14,SUBIR KUMAR SAHA,3
476,P,MED421,MAJOR PROJECT PART 1 (PE),3,0,0,6,SUBIR KUMAR SAHA,33
477,P,MED895,MAJOR PROJECT,40,0,0,80,P MV SUBBARAO,4
478,P,MED862,MAJOR PROJECT PART-II,12,0,0,24,MAKARAND SHRIKRISHNA KULKARNI,1
479,P,MED881,MAJOR PROJECT PART-I,6,0,0,12,P M PANDEY,12
480,P,MED422,MAJOR PROJECT PART 2 (PE),7,0,0,14,SUBIR KUMAR SAHA,1
481,P,MED811,MAJOR PROJECT PART-I,6,0,0,12,SANGEETA KOHLI,20
482,P,MED831,MAJOR PROJECT PART-I,6,0,0,12,SUDIPTO MUKHERJEE,17
483,P,MED861,MAJOR PROJECT PART-I,6,0,0,12,MAKARAND SHRIKRISHNA KULKARNI,15
484,V,MEP601,INTRODUCTION TO COMPUTERS AND PROGRAMMING,2,0,0,4,GOPAL KRISHAN,18
485,A,PHL567,ATOMIC & MOLEC SPECTROSCOPY,4,3,1,0,S C KASHYAP,28
486,A,PHL723,VACUUM SCIENCE AND CRYOGENICS,3,3,0,0,SUJEET CHAUDHARY,25
487,B,PHL753,OPTICAL SYSTEM DESIGN,3,3,0,0,KEHAR SINGH,14
488,B,PHL555,QUANTUM MECHANICS,4,3,1,0,AJIT KUMAR,35
489,B,EPL105,OPTICS,4,3,1,0,ANURAG SHARMA,79
490,C,EPL334,LASERS,3,3,0,0,SUBHASH CHOPRA,24
491,C,EPL101,CLASSICAL MECHANICS & RELATIVITY,4,3,1,0,SANTANU GHOSH,45
492,C,PHL569,NUCLEAR PHYSICS,4,3,1,0,AMRUTA MISHRA,29
493,C,PHL701,ELECTRONIC PROPERTIES OF MATERIALS,3,3,0,0,NEERAJ KHARE,26
494,D,PHL705,PHYSICS OF SEMICONDUCTOR DEVICES,3,3,0,0,R D TAREY,18
495,D,PHL791,FIBER OPTICS,3,3,0,0,ARUN KUMAR,43
496,D,EPL439,MICROELECTRONIC DEVICES,3,3,0,0,RAJENDRA SINGH,32
497,D,EPL107,ELECTROMAGNETICS,4,3,1,0,HITENDRA KUMAR MALIK,73
498,D,PHL110,FIELDS AND WAVES,4,3,1,0,V D VANKAR,253
499,D,PHL553,MATHEMATICAL PHYSICS,4,3,1,0,VARSHA BANERJEE,38
500,E,PHL551,CLASSICAL MECHANICS,4,3,1,0,D RANGANATHAN,43
501,E,PHD801,MAJOR PROJECT PART-I,6,0,0,12,PANKAJ SRIVASTAVA,17
502,E,EPL103,MATHEMATICAL PHYSICS,4,3,1,0,H C GUPTA,66
503,E,PHL793,SEMICONDUCTOR OPTOELECTRO-NICS,3,3,0,0,M R SHENOY,28
504,E,PHL707,CHARACTERIZATION OF MATERIALS,3,3,0,0,RATANAMALA CHATTERJEE,56
505,F,PHL703,MATERIALS TECHNOLOGY,3,3,0,0,PANKAJ SRIVASTAVA,24
506,F,PHL751,OPTICAL SOURCES DETECTORS AND PHOTOMETRY,3,3,0,0,JOBY JOSEPH,13
507,F,EPL211,PRINCIPLES OF MATERIAL SYNTHESIS,4,3,1,0,BODH RAJ,41
508,F,PHL557,ELECTRONICS,4,3,1,0,JITENDRA PRATAP SINGH,35
509,F,PHL565,COOPERATIVE PHENOMENA IN SOLIDS,4,3,1,0,SANKALPA GHOSH,29
510,H,EPL445,ENGINEERING OPTICS,3,3,0,0,B D GUPTA,35
511,H,PHL744,ADVANCED TOPICS IN QUANTUM MECHANICS,3,3,0,0,AMRUTA MISHRA,5
512,H,PHL654,EXPERIMENTAL METHODS,3,3,0,0,MUKESH CHANDER,18
513,H,PHL727,QUANTUM HETEROSTRUCTURES,3,3,0,0,R K SONI,20
514,J,PHL795,OPTICS AND LASERS,3,3,0,0,K THYAGARAJAN,15
515,J,EPL213,FUNDAMENTALS OF SEMICONDUCTORS,4,3,1,0,G B REDDY,36
516,K,EPC410,COLLOQUIUM (PH),3,0,3,0,NEERAJ KHARE,38
517,K,PHL800,NUMERICAL & COMPUTATIONAL METHODS IN RESEARCH,3,3,0,0,VARSHA BANERJEE,36
518,N,EPN110,IINTRODUCTION TO ENGINEERING PHYSICS,2,0,0,4,D K PANDYA,46
519,P,EPD411,MAJOR PROJECT PART 1 (PH),3,0,0,6,D K PANDYA,36
520,P,PHD851,MAJOR PROJECT PART-I,6,0,0,12,B D GUPTA,13
521,P,PHD651,PROJECT I,3,0,0,6,M R SHENOY,26
522,P,EPV450,SELECTED TOPICS IN NANO-TECHNOLOGY,2,2,0,0,====,4
523,P,EPV451,SELECTED TOPICS IN PHOTONICS AND OPTOELECTRONICS,2,2,0,0,GADDAM VIJAYA PRAKASH,11
524,P,EPP109,PHYSICAL LABORATORY I,3,0,0,6,SANTANU GHOSH,38
525,P,EPP215,PHYSICS LABORATORY - II,3,0,0,6,SUJEET CHAUDHARY,36
526,P,EPP301,DESIGN LABORATORY,4,0,0,8,R D TAREY,39
527,P,EPT410,PRACTICAL TRAINING,0,0,0,0,NEERAJ KHARE,38
528,P,PHP561,LABORATORY I,6,0,0,12,V D VANKAR,34
529,P,PHP563,ADVANCED LABORATORY,4,0,0,8,V D VANKAR,27
530,P,PHP711,SOLID STATE MATERIALS LAB-I,4.5,0,0,9,G B REDDY,16
531,P,PHP761,OPTICS LABORATORY- I,3,0,0,6,P SENTHILKUMARAN,13
532,P,PHP763,OPTICAL WORKSHOP,3,0,0,6,RAKESH KUMAR,13
533,P,PHS855,INDEPENDENT STUDY,3,0,3,0,KEHAR SINGH,1
534,Q,PHP100,PHYSICS LABORATORY,2,0,0,4,A K SHUKLA,310
535,A,TTL711,POLYMER AND FIBRE CHEMISTRY,3,3,0,0,MANJEET JASSAL,8
536,A,TTL721,THEORY OF YARN STRUCTURE,3,2,1,0,S M ISHTIAQUE,17
537,B,TTP200,DESIGN OF TEXTILE PRODUCTS AND PROCESSES,2,0,0,4,DEEPTI GUPTA,47
538,B,TTL211,STRUCTURE & PHYSICAL PROPERTIES OF FIBRES,3,3,0,0,MANGALA JOSHI,54
539,C,TTL221,YARN MANUFACTURE I,4,3,1,0,R ALAGIRUSAMY,51
540,C,TTP221,YARN MANUFACTURE LAB I,1,0,0,2,R ALAGIRUSAMY,54
541,C,TTP361,TEXTILE TESTING LABORATORY,1,0,0,2,APURBA DAS,44
542,C,TTL741,COLOURATION OF TEXTILES,3,3,0,0,B S BUTOLA,4
543,C,TTL771,ELECTRONICS AND CONTROLS FOR TEXTILE INDUSTRY,4,3,0,2,SUNEET TULI,20
544,D,TTL731,THEORY OF FABRIC STRUCTURE,3,2,1,0,P K BANERJEE,16
545,D,TTL712,POLYMER AND FIBRE PHYSICS,3,3,0,0,B L DEOPURA,7
546,D,TTP211,INTRODUCTION TO FIBRES,2,1,0,2,SOURABH GHOSH,63
547,E,TTP231,FABRIC MANUFACTURE LABORATORY I,1,0,0,2,AMIT RAWAL,51
548,E,TTL713,TECHNOLOGY OF MELT SPUN FIBRES,4,3,1,0,ASHWINI K AGRAWAL,4
549,E,TTL361,TEXTILE TESTING,3,3,0,0,APURBA DAS,49
550,E,TTL363,TECHNICAL TEXTILES,4,3,1,0,V K KOTHARI,29
551,E,TTL722,MECHANICS OF SPINNING PROCESS,3,3,0,0,R S RENGASAMY,16
552,E,TTL231,FABRIC MANUFACTURE I,4,3,1,0,ABHIJIT MUJUMDAR,52
553,F,TTL241,TECHNOLOGY OF TEXTILE PREPARATION & FINISHING,3,3,0,0,B S BUTOLA,54
554,F,TTL724,TEXTURED YARN TECHNOLOGY,3,3,0,0,KUSHAL SEN,25
555,F,TTL362,THEORY OF TEXTILE STRUCTURES,5,3,2,0,R CHATTOPADHYAY,58
556,F,TTP241,TECHNOLOGY OF TEXTILE PREARATION & FINISHING LAB,1.5,0,0,3,B S BUTOLA,51
557,H,TTL321,MECHANICS OF SPINNING MACHINERY,3,2,1,0,R S RENGASAMY,40
558,H,TTL742,THEORY AND PRACTICE OF TEXTILE FINISHING,3,2,0,2,DEEPTI GUPTA,5
559,J,TTL866,FUNCTIONAL & HIGH PERFORMANCE TEXTILES,3,2,1,0,BHUVANESH GUPTA,18
560,J,TTP761,EVALUATION OF TEXTILE MATERIAL,1,0,0,2,B KBEHERA,16
