S No,Slot,Course Code,Course Description,Course Credit,L,T,P,Course Co-Ordinator,Registered
557,P,EPD310,MINI PROJECT (PH),3,0,0,6,RATANAMALA CHATTERJEE,14
558,P,EPD411,MAJOR PROJECT PART 1 (PH),3,0,0,6,GADDAM VIJAYA PRAKASH,2
559,P,PHP562,LAB-II ELECTIVE (PE/OE),6,3,0,0,NEERAJ KHARE,50
560,P,PHP712,SOLID STATES MATERIALS LAB-II,4.5,0,0,9,RAJENDRA SINGH,15
561,P,PHP762,OPTICS LABORATORY-II,3,0,0,6,P SENTHILKUMARAN,21
562,P,PHP853,ADVANCED OPTICAL WORKSHOP,3,0,0,6,RAKESH KUMAR,0
563,Q,PHP100,PHYSICS LABORATORY,2,0,0,4,ALOKA SINHA,441
564,A,TTL763,TECHNICAL TEXTILES,3,2,1,0,R ALAGIRUSAMY,26
565,B,TTL212,MANUFACTURED FIBRE TECHNOLOGY,4,3,1,0,BHANU NANDAN,64
566,B,TTL714,PHYSICAL PROPERTIES OF FIBRES,3,3,0,0,B L DEOPURA,18
567,B,TTL733,SELECTED TOPICS IN FABRIC MANUFACTURE,3,2,1,0,V K KOTHARI,22
568,C,TTL743,PRINCIPLES OF COLOUR MEASUREMENT & COMMUNICATION,3,2,0,2,M L GULRAJANI,8
569,C,TTL773,DESIGN OF EXPERIMENT & STATISTICAL TECHNIQUES,3,3,0,0,DIPAYAN DAS,33
570,C,TTP212,MANUFACTURED FIBRE TECHNOLOGY,1,0,0,2,RAJIV K SRIVASTAVA,64
571,D,TTP222,YARN MANUFACTURE LABORATORY II,1,0,0,2,R ALAGIRUSAMY,68
572,D,TTL744,ENVIRONMENT MANAGEMENT IN TEXTILE AND ALLIED INDUS,3,3,0,0,BHUVANESH GUPTA,21
573,D,TTL751,APPAREL ENGG. & QUALITY CONTROL,3,2,0,2,B KBEHERA,15
574,D,TTL232,FABRIC MANUFACTURE II,4,3,1,0,P K BANERJEE,73
575,E,TTL222,YARN MANUFACTURE II,4,3,1,0,APURBA DAS,67
576,E,TTL740,SCIENCE & APPLICATION OF NANOTECHNOLOGY IN TEXTILE,3,3,0,0,MANGALA JOSHI,43
577,E,TTP232,FABRIC MANUFACTURE LAB II,2,0,0,4,AMIT RAWAL,68
578,E,TTL782,NONWOVEN SCIENCE & ENGINEERING,3,3,0,0,DIPAYAN DAS,11
579,F,TTP242,TECHNOLOGY OF TEXTILE COLORATI0N LABORATORY,1.5,0,0,3,SAMRAT MUKHOPADHYAY,67
580,F,TTL762,MANAGEMENT OF TEXTILE PRODUCTION,3,3,0,0,S M ISHTIAQUE,33
581,F,TTP716,FIBRE PRODUCTION & POST SPINNING OPERATION LAB,2,0,0,4,MANGALA JOSHI,15
582,F,TTL242,TECHNOLOGY OF TEXTILE COLORATION,4,3,1,0,B S BUTOLA,69
583,F,TTL715,TECHNOLOGY OF SOLUTION SPUN FIBRES,3,3,0,0,MANJEET JASSAL,18
584,F,TTL365,COSTING AND ITS APPLICATION IN TEXTILES,4,3,1,0,R S RENGASAMY,77
585,H,TTL765,PRODUCT DEVELOPMENT,3,2,1,0,R CHATTOPADHYAY,11
586,H,TTL746,MEDICAL TEXTILES,3,3,0,0,SOURABH GHOSH,41
587,H,TTP311,SIMULATION OF FIBRE PRODUCTION PROCESSES,3,1,0,4,ASHWINI K AGRAWAL,46
588,H,TTL830,MODELING AND SIMULATION IN FABROUS ASSEMBLIES,3,2,0,2,ABHIJIT MUJUMDAR,16
589,P,TTP762,EVALUATION OT TEXTILE,1,0,0,2,BHANU NANDAN,22
590,P,TTR310,PROFESSIONAL PRACTICES (TT),2,0,1,2,KUSHAL SEN,62
591,P,TTS310,INDEPENDENT STUDY (TT),3,0,3,0,SAMRAT MUKHOPADHYAY,4
592,P,TTT410,PRACTICAL TRAINING,0,0,0,0,B S BUTOLA,1
593,P,TTD310,MINI PROJECT (TT),3,0,0,6,SAMRAT MUKHOPADHYAY,7
594,P,TTD411,MAJOR PROJECT PART 1 (TT),3,0,0,6,DIPAYAN DAS,6
595,P,TTD412,MAJOR PROJECT PART 2 (TT),7,0,0,14,DIPAYAN DAS,43
596,P,TTD892,MAJOR PROJECT PART-II,12,0,0,24,MANGALA JOSHI,15
597,P,TTD894,MAJOR PROJECT PART-II,12,0,0,24,APURBA DAS,26
598,A,CRL712,RF AND MICROWAVE ACTIVE CIRCUITS,3,3,0,0,S K KAUL,17
599,B,CRL725,TECHNOLOGY OF RF AND MICROWAVE SOLID STATE DEVICES,3,3,0,0,VIKAS RANA,9
600,B,CRL704,SENSOR ARRAY SIGNAL PROCESSING,3,3,0,0,MONIKA AGGARWAL,12
601,C,CRL732,SELECTED TOPICS IN RFDT-II,3,3,0,0,MANISH SHARMA,7
602,D,CRL702,ARCHITECTURES AND ALGORITHMS FOR DSP SYSTEMS,4,2,0,4,ARUN KUMAR,22
603,M,CRL724,RF AND MICROWAVE MEASUREMENT SYSTEM TECHNIQUES,3,3,0,0,SUNEET TULI,20
604,P,CRD812,MAJOR PROJECT PART 2,12,0,0,24,ARUN KUMAR,29
605,R,CRP718,RF AND MICROWAVE MEASUREMENT LAB,3,0,0,6,ANANJAN BASU,21
606,B,ASL830,GENERAL METEROLOGY,3,3,0,0,PRAMILA GOEL,15
607,B,ASL706,PARAMETERIZATION OF PHYSICAL PROCESS,3,3,0,0,U C MOHANTY,14
608,C,ASL814,MODELLING OF DYNAMIC PROCESSES OF OCEANS & ATMOSPH,3,3,0,0,H C UPADHYAYA,0
609,D,ASL808,ATMOSPHERIC CHEMISTRY AND AEROSOLS,3,3,0,0,MANJU MOHAN,11
610,E,ASL712,AIR-SEA INTERACTION,3,3,0,0,A D RAO,12
611,F,ASL813,CLIMATE VARIABILITY,3,3,0,0,KRISHNA ACHUTA RAO,0
612,H,ASL720,SATELLITE METEOROLOGY AND REMOTE SENSING,3,3,0,0,SAGNIK DEY,12
613,J,ASL840,DYNAMIC METEOROLOGY,3,3,0,0,MAITHILI SHARAN,1
614,K,ASL410,NUMERICAL SIMULATION OF ATMOSPHERIC AND OCEANIC PH,4,3,0,2,S K DASH,77
615,P,ASP752,SIMULATION LAB-II OBJECTIVE ANALYSIS AND DATA,3,0,0,6,O P SHARMA,11
616,P,ASD891,MAJOR PROJECT PART-I,6,0,0,12,A D RAO,5
617,P,ASV887,SPECIAL MODULE IN NUMERICAL WHETHER PREDICTION,1,1,0,0,S K DASH,37
618,P,ASD892,MAJOR PROJECT PART-II,12,0,0,24,A D RAO,8
619,H,BML710,INDUSTRIAL BIOMATERIAL TECHNOLOGY,3,3,0,0,VEENA KOUL,21
620,J,BML820,BIOMATERIALS,3,3,0,0,HARPAL SINGH,36
621,M,BML330,TOPICS ON SAFETY PRINCIPLES FOR ENGINEERS,4,3,0,2,DINESH MOHAN,49
622,P,BMV850,EMERGING BIO-MEDICAL TECHNOLOGY AND HEALTH CARE,1,1,0,0,ALOK RANJAN RAY,79
623,P,BMV870,VASCULAR BIOENGINEERING,1,1,0,0,ALOK RANJAN RAY,76
624,P,BML800,RESEARCH TECHNIQUES IN BIOMEDICAL ENGINEERING,3,3,0,0,SNEH ANAND,0
625,A,ESL730,DIRECT ENERGY CONVERSION,3,3,0,0,H DPANDEY,36
626,B,ESL360,DIRECT ENERGY CONVERSION,4,3,1,0,VAMSI KRISHNA KOMARALA,81
627,B,ESL720,ENERGY CONSERVATION,3,3,0,0,S C KAUSHIK,85
628,C,ESL710,"ENERGY,ECOLOGY AND ENVIRONMENT",3,3,0,0,L M DAS,81
629,D,ESL750,ECONOMICS & PLANNING OF ENERGY SYSTEMS,3,3,0,0,T C KANDPAL,36
630,E,ESL300,SELF-ORGANIZING DYNAMICAL SYSTEMS,3,3,0,0,R P SHARMA,9
631,E,ESL784,COGENERATION AND ENERGY EFFICIENCY,3,3,0,0,S C MULLICK,50
632,E,ESL734,NUCLEAR ENERGY,3,3,0,0,RAMESH NARAYANAN,20
633,F,ESL875,ALTERNATIVE FUELS FOR TRANSPORTATION,3,3,0,0,L M DAS,6
634,F,ESL711,FUEL TECHNOLOGY,3,3,0,0,M G DASTIDAR,27
635,H,ESL755,SOLAR PHOTOVOLTAIC DEVICES AND SYSTEMS,3,3,0,0,VAMSI KRISHNA KOMARALA,2
636,H,ESL871,ADVANCAED FUSION ENERGY,3,3,0,0,H DPANDEY,0
637,J,ESL840,SOLAR ARCHITECTURE,3,3,0,0,G N TEWARI,23
638,K,ESL718,"POWER GENERATION ,TRANSMISSION & DISTRIBUTION",3,3,0,0,T SBHATTI,14
639,O,ESL725,ENERGY AUDITING,1,1,0,0,SAT NARAIN,12
640,P,ESP700,ENERGY LABORATORIES,3,0,0,6,SUBODH KUMAR,49
641,P,JSD802,MAJOR PROJECT PART-II,12,0,0,24,M G DASTIDAR,19
642,R,ESL794,PRINCIPLES OF CHEMICAL PROCESSES & COMBUSTION,1,1,0,0,M G DASTIDAR,33
643,X,ESL776,INDUSTRIAL ENERGY & ENVIRONMENT ANALYSI,3,3,0,0,AVINASH CHANDRA,26
644,Y,ESL804,POLLUTION CONTROL IN POWER PLANTS,3,3,0,0,AVINASH CHANDRA,8
645,Y,ESL774,QUANTITATIVE METHODS FORENERGY MANAGEMENT & PLG,3,3,0,0,A GANGULI,43
646,Z,ESL860,ELECTRICAL POWER SYSTEMS ANALYSIS,3,3,0,0,R BALASUBRAMANIAM,8
647,Z,ESL778,INDUSTRIAL WASTE MANAGEMENT & RECYCLING,3,3,0,0,SUBODH KUMAR,26
648,B,IDL811,SELECTED TOPICS IN INSTRUMENTATION,3,3,0,0,A L VYAS,30
649,C,IDL742,INDUSTRIAL DESIGN PRACTICE,3,1,0,4,S K ATREYA,0
650,C,DIL752,COMPUTER AIDED PRODUCT DESIGN,3,1,0,4,S K ATREYA,17
651,D,DIL762,PROTOTYPE AND DIE DEVELOPMENT,2.5,1,0,3,SUMER SINGH,17
652,D,IDL722,PRECISION MEASUREMENT SYSTEMS,3,3,0,0,I P SINGH,77
653,E,IDL712,ELECTRONIC TECHNIQUES FORSIGNAL CONDIT&INTERFACING,3,3,0,0,D T SAHANI,43
654,E,DIP742,STUDIES IN PRODUCT CONFIG & DETAILING,3.5,1,0,5,L K DAS,17
655,H,IDL734,LASER BASED INSTRUMENTATION,3,3,0,0,CHANDRA SHAKHER,19
656,H,DIL782,"ADV MATERIALS,MFG PROCESS AND FINISHES",3.5,2,0,3,JYOTI KUMAR,17
657,J,IDL714,INSTRUMENT DESIGN AND SIMULATIONS,3,2,0,2,A K AGARWALA,27
658,K,IDL736,OPTICAL 3D-SURFACE PROFILEMETRY & TOMOGRAPHY,3,3,0,0,DALIP SINGH MEHTA,18
659,P,JTD802,MAJOR PROJECT PART-II,12,0,0,24,A L VYAS,13
660,P,DIR857,ANIMATION,2.5,1,0,3,KIRAN SETH,41
661,P,DIS812,PLACEMENT/DEGREE SHOW,2,0,0,4,SUMER SINGH,20
662,P,DIC702,SEMINAR (PRODUCT IN USAGE),1,0,0,2,JYOTI KUMAR,38
663,P,JTS801,INDEPENDENT STUDY,3,0,3,0,I P SINGH,0
664,P,DIS802,INVITED FACULTY SEMINARS,1,0,0,2,SUMER SINGH,28
665,P,DID792,PROJECT II,5.5,0,1,9,L K DAS,17
666,P,DID892,MAJOR PROJECT,19,0,1,36,S K ATREYA,19
667,R,IDP704,INSTRUMENT TECHNOLOGY LAB-II,3,0,0,6,N K JAIN,18
668,P,JOP792,FIBER OPTICS AND OPTICAL COMMUNICATION LAB II,3,0,0,6,VINOD CHANDRA,21
669,P,JOD802,MAJOR PROJECT PART-II,12,0,0,24,V K JAIN,15
670,P,JMD792,MINOR PROJECT,3,0,0,6,SWADES KUMAR DE,17
671,P,JND802,MAJOR PROJECT II (JEN),12,0,0,24,M G DASTIDAR,22
672,P,JVS802,INDEPENDENT STUDY,3,0,3,0,M JAGADESH KUMAR,1
673,A,ITL717,CORROSION AND ITS CONTROL,3,3,0,0,JAYASHREE BIJWE,10
674,B,ITL714,FAILURE ANALYSIS AND REPAIR,4,3,0,2,R KPANDEY,12
675,C,ITL710,DESIGN OF TRIBOLOGICAL APPLICATIONS,4,3,0,2,R KPANDEY,12
676,F,ITL702,DIAGNOSTIC MAINTENANCE AND MONITORING,4,3,0,2,NARESH TANDON,12
677,H,ITL752,BULK MATERIALS HANDLING,3,2,0,2,V K AGARWAL,18
678,J,ITL740,RISK ANALYSIS AND SAFETY,3,2,1,0,O P GANDHI,7
679,P,JID802,MAJOR PROJECT PART-II,12,0,0,24,JAYASHREE BIJWE,14
680,J,VEL710,TRADITIONAL KNOWLEDGE AND VALUES,3,2,1,0,VIJAYARAGHAVAN M CHARIAR,57
681,M,VEL700,HUMAN VALUES AND TECHNOLOGY,3,2,1,0,SANGEETA KOHLI,10
682,P,VED750,MINOR PROJECT,3,0,0,6,M R RAVI,5
683,B,PTL702,POLYMER PROCESSING,3,3,0,0,A K GHOSH,28
684,E,PTL714,POLYMER BLENDS & ALLOYS,3,3,0,0,A K GUPTA,27
685,F,PTL716,RUBBER TECHNOLOGY,3,3,0,0,JOSEMON JACOB,21
686,H,PTL711,ENGG PLASTICS & SPECIALITY POLYMER,3,3,0,0,VEENA CHAUDHARY,26
687,J,PTL706,POLYMER TESTING & PROPERTIES,3,3,0,0,S N MAITI,29
688,K,PTL712,POLYMER COMPOSITES,3,3,0,0,BHABANI KUMAR SATAPATHY,28
689,P,JPD802,MAJOR PROJECT PART-II,12,0,0,24,VEENA CHAUDHARY,24
690,T,PTP720,POLYMER ENGINEERING LAB,1,0,0,2,BHABANI KUMAR SATAPATHY,28
691,B,RDL340,TECHNOLOGY AND COMMUNITY DEVELOPMENT,4,3,1,0,SANTOSH,81
692,B,RDL740,TECHNOLOGY OF UTILIZATION OF WASTELANDS & WEEDS,3,3,0,0,ANUSHREE MALIK,36
693,D,RDL730,TECHNOLOGY ALTERNATIVES FOR RURAL DEVELOPMENT,3,3,0,0,VIJAYARAGHAVAN M CHARIAR,76
694,F,RDL701,RURAL INDUSTRIALSATION POLICES PROGRAMMES AND CASE,3,3,0,0,VIRENDRA KUMAR VIJAY,106
695,J,RDL700,BIOMAS PRODUCTION,3,3,0,0,SATYAWATI SHARMA,29
696,M,RDL726,"HERBAL,MEDICINAL ANDAROMATIC PRODUCTS",3,2,0,2,S NNAIK,36
697,P,RDP750,BIOMASS LABORATORY,3,0,0,6,SATYAWATI SHARMA,12
698,P,RDD750,MINOR PROJECT,3,3,0,0,SATYAWATI SHARMA,20
699,A,SBL706,BIOLOGICS,3,3,0,0,ARCHANA CHUGH,6
700,B,SBL705,BIOLOGY OF PROTEINS,3,3,0,0,TAPAN KUMAR CHAUDHURI,31
701,E,SBL801,SIGNAL TRANSDUCTION AND DRUG TARGETIDENTIFICATION,3,3,0,0,CHINMOY SANKAR DEY,8
702,F,SBL704,HUMAN VIROLOGY,3,3,0,0,VIVEKANANDAN PERUMAL,12
703,J,SBL707,BACTERIAL PATHOGENESIS,3,3,0,0,MANIDIPA BANERJEE,5
704,K,SBS800,INDEPENDENT STUDY,3,0,3,0,JAMES GOMES,3
705,K,SBV882,BIOLOGICAL MEMBRANES,1,1,0,0,ADITYA MITTAL,10
706,K,SBV891,VIRUS-HOST INTERACTIONS,1,1,0,0,MANIDIPA BANERJEE,13
707,L,SBL703,ADVANCED CELL BIOLOGY,3,3,0,0,BISHWAJIT KUNDU,8
708,P,SBC796,GRADUATE STUDENT SEMINAR-II,0.5,0,0,1,ADITYA MITTAL,10
709,P,SID880,MINOR PROJECT IN INFORMATION TECHNOLOGY,3,0,0,6,SANJIVA PRASAD,1
710,P,BSD895,MAJOR PROJECT(MSR),40,0,0,80,SWADES KUMAR DE,6
711,P,SID890,MS RESEARCH PROJECT,40,0,0,80,SANJIVA PRASAD,11
712,P,SIV895,SPECIAL MODULE ON INTELLIGENT INFO PROCESSING,1,1,0,0,PREM KUMAR KALRA,15
713,P,NSN100,NSS,0,0,0,0,====,1
