S No,Slot,Course Code,Course Description,Course Credit,L,T,P,Course Co-Ordinator,Registered
279,D,EEL702,SYSTEM SOFTWARE,4,3,0,2,SANTANU CHAUDHURY,38
280,D,EEL713,MICROWAVE THEORY AND CIRCUITS,3,3,0,0,ANANJAN BASU,19
281,D,EEL710,CODING THEORY,3,3,0,0,MANAV BHATNAGAR,20
282,D,EEL838,CMOS RF IC DESIGN,3,3,0,0,SHOURIBRATA CHATTERJEE,32
283,D,EEL862,SELECTED TOPICS IN COMMUNICATION ENGINEERING-II,3,3,0,0,S D JOSHI,14
284,D,EEL896,POWER SYSTEM OPTIMIZATION,3,3,0,0,P R BIJWE,18
285,D,EEP306,COMMUNICATION ENGINEERING LABORATORY,1.5,0,0,3,H M GUPTA,76
286,D,EEP719,COMMUNICATION LAB II,2,0,0,4,S K KAUL,19
287,E,EEP201,DIGITAL ELECTRONICS LABORATORY,1.5,0,0,3,SHOURIBRATA CHATTERJEE,250
288,E,EEP209,POWER ELECTRONICS LABORATORY,1.5,0,0,3,MUMMADI VEERACHARY,21
289,E,EEL706,SOFT COMPUTING,3,3,0,0,M HANMANDLU,49
290,E,EEL734,MOS VLSI,3,3,0,0,BASABI BHAUMIK,41
291,E,EEL771,RANDOM PROCESS IN CONTROL & ESTIMATION,3,3,0,0,INDRA NARAYAN KAR,11
292,E,EEL793,POWER SYSTEMS TRANSIENTS,3,3,0,0,BIJAYA KETAN PANIGRAHI,19
293,E,EEL201,DIGITAL ELECTRONICS,4,3,1,0,G S VISWESWARAN,255
294,E,EEL319,DIGITAL SIGNAL PROCESSING,4,3,0,2,MONIKA AGGARWAL,80
295,E,EEL375,EMBEDDED SYSTEMS,5,3,0,4,S MK RAHMAN,37
296,F,EEL303,POWER ENGINEERING - I,4,3,1,0,NILANJAN SENROY,102
297,F,EEL823,DISCRETE TIME SYSTEMS,3,3,0,0,S JANARDHANAN,18
298,F,EEL769,DIGITAL COMMUNICATION AND INFORMATION SYSTEMS,3,3,0,0,VINOD CHANDRA,44
299,F,EEL731,DIGITAL SIGNAL PROCESSING-I,3,3,0,0,S C DUTTAROY,54
300,F,EEL736,BIOMEDICAL ELECTRONICS,3,3,0,0,S MK RAHMAN,57
301,F,EEL741,MODELLING & ANALYSIS OF ELECTRICAL MACHINES,3,3,0,0,K RRAJAGOPAL,15
302,F,EEP301,CONTROL ENGINEERING LABORATORY,1.5,0,0,3,MADAN GOPAL,96
303,F,EEP203,ELECTROMECHANICS LABORATORY,1.5,0,0,3,BHIM SINGH,114
304,H,EEL789,OPTOELECTRONIC INSTRUMENTATION,3,3,0,0,V K JAIN,15
305,H,EEL806,COMPUTER VISION,4,3,0,2,SUMANTRA DUTTA ROY,43
306,H,EEL794,HIGH VOLTAGE DC TRANSMISSION,3,3,0,0,SUKUMAR MISHRA,39
307,H,EEL452,HVDC TRANSMISSION,3,3,0,0,SUKUMAR MISHRA,15
308,H,EEL325,CONTROL ENGINEERING - II,3,3,0,0,MASHUQ-UN-NABI,33
309,J,EEL792,POWER SYSTEM PROTECTION,3,3,0,0,MOHAN LAL KOTHARI,43
310,J,EEL781,NEURAL NETWORKS,3,3,0,0,JAYADEVA,30
311,J,EEL742,PHYSICAL PHENOMENON & DESIGN CONCEPTS IN MACHINES,3,3,0,0,S S MURTHY,19
312,J,EEL709,PATTERN RECOGNITION,3,3,0,0,MADAN GOPAL,64
313,K,EEL881,ISSUES IN DEEP SUBMICRO CMOS IC DESIGN,3,3,0,0,G S VISWESWARAN,5
314,K,EEV834,SPECIAL MODULE IN VLSI TESTING,1,1,0,0,G S VISWESWARAN,34
315,M,EEL851,SPECIAL TOPICS IN COMPUTERS I,3,3,0,0,SUMANTRA DUTTA ROY,1
316,M,EEL762,DIGITAL COMMUNICATION,3,3,0,0,SHANKAR PRAKRIYA,73
317,M,EEL331,ELECTROMAGNETICS AND ADVANCED ELECTROMECHANICS,3,3,0,0,S S MURTHY,41
318,N,EEN110,INTRO TO ELECT ENGG,2,0,0,4,S D JOSHI,93
319,N,EEN120,INTRO TO ELECT ENGG.(POWER),2,0,0,4,MUMMADI VEERACHARY,34
320,P,EEL871,SELECTED TOPICS IN COMMUNICATIN IV,1,1,0,0,SUBRAT KAR,3
321,P,EEP791,POWER SYSTEMS LAB-I,2,0,0,4,P R BIJWE,17
322,P,EES320,INDEPENDENT STUDY (EP),3,0,3,0,S S MURTHY,4
323,P,EES837,INDEPENDENT STUDY,3,0,3,0,G S VISWESWARAN,1
324,P,EET410,PRACTICAL TRAINING,0,0,0,0,RANJAN BOSE,61
325,P,EET420,PRACTICAL TRAINING,0,0,0,0,RANJAN BOSE,17
326,P,EEV704,SPECIAL MODULE IN COMPUTERS,1,1,0,0,SUMANTRA DUTTA ROY,21
327,P,JMD801,MAJOR PROJECT PART-I,6,0,0,12,SWADES KUMAR DE,14
328,P,JVD799,MINOR PROJECT,3,0,0,6,SHOURIBRATA CHATTERJEE,80
329,P,JVD801,MAJOR PROJECT PART-I,6,0,0,12,M JAGADESH KUMAR,6
330,P,EED895,MAJOR PROJECT,40,0,0,80,G BHUVANESWARI,9
331,P,EEC410,COLLOQUIUM (EE),3,0,3,0,RANJAN KUMAR MALLIK,62
332,P,EEC420,COLLOQUIUM (EP),3,0,3,0,ABHIJIT RAMCHANDRA ABHYANKAR,18
333,P,EED411,MAJOR PROJECT PART 1 (EE),3,0,0,6,SUMANTRA DUTTA ROY,44
334,P,EED412,MAJOR PROJECT PART 2 (EE),7,0,0,14,SUMANTRA DUTTA ROY,1
335,P,EED421,MAJOR PROJECT PART 1 (EP),3,0,0,6,SUMANTRA DUTTA ROY,20
336,P,EED422,MAJOR PROJECT PART 2 (EP),7,0,0,14,SUMANTRA DUTTA ROY,1
337,P,EED701,MINOR PROJECT,2,0,0,4,SUMANTRA DUTTA ROY,1
338,P,EED801,MAJOR PROJECT PART-I,6,0,0,12,SUMANTRA DUTTA ROY,13
339,P,EED842,MAJOR PROJECT PART-I,6,0,0,12,S S MURTHY,16
340,P,EED851,MAJOR PROJECT PART 1 (EI),6,0,0,12,SANTANU CHAUDHURY,16
341,P,EED852,MAJOR PROJECT PART 2 (EI),14,0,0,28,BREJESH LALL,2
342,P,EED853,MAJOR PROJECT PART 1 (EI),4,0,0,8,SANTANU CHAUDHURY,2
343,P,EED861,MAJOR PROJECT PART-I,6,0,0,12,BREJESH LALL,10
344,P,EED875,MAJOR PROJECT PART-I,6,0,0,12,S JANARDHANAN,8
345,P,EED888,MAJOR PROJECT PART - 1,6,0,0,12,SHOURIBRATA CHATTERJEE,9
346,P,EED890,MAJOR PROJECT PART-I,6,0,0,12,BIJAYA KETAN PANIGRAHI,16
347,P,EEL767,TELECOMMUNICATION SYSTEMS,3,3,0,0,SWADES KUMAR DE,48
348,P,DTD899,DOCTORAL THESIS,0,0,0,0,====,1039
349,R,EEP842,POWER ELECTRONICS LABORATORY,1.5,0,0,3,BHIM SINGH,13
350,R,EEP701,DIGITAL SYSTEM LAB,2,0,0,4,SUBRAT KAR,25
351,R,EEP725,CONTROL LABORATORY,3,0,0,6,INDRA NARAYAN KAR,9
352,S,EEP735,IEC LABORATORY I,3,0,0,6,JAYADEVA,20
353,S,EEP717,COMMUNICATION LAB I,2,0,0,4,SHANKAR PRAKRIYA,22
354,S,EEP841,ELECTRICAL MACHINES LABORATORY,1.5,0,0,3,K RRAJAGOPAL,14
355,T,EEP773,TELECOMMUNICATION SOFTWARE LABORATORY,3,0,1,4,SUBRAT KAR,26
356,T,EEP776,WIRELESS COMMUNICATION LABORATORY,3,0,1,4,MANAV BHATNAGAR,33
357,V,EET841,INDUSTRIAL TRAINING AND SEMINAR,3,3,0,0,S S MURTHY,4
358,A,HUL212,MICROECONOMICS,4,3,1,0,JAYAN JOSE THOMAS,85
359,A,HUL213,MACRO ECONOMICS,4,3,1,0,JAYAN JOSE THOMAS,85
360,A,HUL231,AN INTRODUCTION TO LITERATURE,4,3,1,0,SYAMALA KALLURY,91
361,A,HUL238,MODERN FICTION,4,3,1,0,STUTI KHANNA,46
362,A,HUL254,ART AND TECHNOLOGY,4,3,1,0,SANIL V,43
363,A,HUL256,CRITICAL THINKING,3,2,1,0,BIJOY H BORUAH,87
364,A,HUL257,INTRO TO PHILOSOPHY OF SCIENCE,4,3,1,0,C ATOMY,84
365,A,HUL261,PSYCHOLOGICAL BASIS OF BEHAVIOUR,4,3,1,0,PURNIMA SINGH,86
366,A,HUL264,MANAGERIAL BEHAVIOR: PSYCHO-SOCIAL DIMENSIONS,4,3,1,0,AMULYA KHURANA,79
367,A,HUL267,POSITIVE PSYCHOLOGY,4,3,1,0,KAMLESH SINGH,84
368,A,HUL271,SOCIOLOGY: THE SCIENCE OF PRAXIS,4,3,1,0,FARHANA IBRAHIM,75
369,A,HUL272,INTRODUCTION TO THE SOCIOLOGY OF INDIA,4,3,1,0,AMRIT SRINIVASAN,99
370,A,HUL275,ENVIRONMENT; DEVELOPMENT AND SOCIETY,4,3,1,0,VIBHA ARORA,83
371,A,HUL282,SYSTEM AND STRUCTURE: AN INTRODUCTION TO COMMUNICA,4,3,1,0,SHANTANU GHOSH,93
372,A,HUL289,PERSPECTIVE ON SCIENCE TECHNOLOGY& HUMAN DEVPT,4,3,1,0,AMBUJ D SAGAR,43
373,A,HUL291,ELECTRONIC GOVERNANCE,4,3,1,0,P VIGNESWARA ILAVARASAN,84
374,B,HUL239,INDIAN WRITING IN ENGLISH,4,3,1,0,ANGELIE MULTANI,68
375,B,HUL234,LANGUAGE AND COMMUNICATION,4,3,1,0,STUTI KHANNA,20
376,C,HUL709,SOCIAL RESEARCH METHODS,3,2,1,0,KAMLESH SINGH,5
377,D,HUL891,GLOBALIZATION AND TRANSNATIONALISM,3,2,1,0,VIBHA ARORA,6
378,I,HUN100,INTRO TO HUMANITIES & SOCIAL SCIENCES,1,1,0,0,PURNIMA SINGH,445
379,M,HUL810,COMMUNICATION SKILLS,3,3,0,0,ANGELIE MULTANI,154
380,M,HUL846,PHILOSOPHY AND FILM,3,3,0,0,SANIL V,14
381,M,HUL736,PLANNING AND ECONOMIC DEVELOPMENT,3,3,0,0,JAYAN JOSE THOMAS,28
382,M,HUL211,INTRODUCTION TO ECONOMICS,4,3,1,0,JAYAN JOSE THOMAS,87
383,P,HUC722,SEMINAR,3,0,0,6,RAVINDER KAUR,23
384,P,HUP102,PSYCHOLOGY LABORATORY,1,0,0,2,PURNIMA SINGH,26
385,W,HUL101,ELEMENTS OF ENGLISH,3,2,0,2,STUTI KHANNA,2
386,A,SML710,CREATIVE PROBLEM SOLUTION,3,2,0,2,HARISH CHOUDHARY,125
387,B,SML305,ORGANISATION OF ENGG SYS. & HUMAN RESOURCES MANAGE,4,3,1,0,KANIKA TANDON BHAL,121
388,B,SML874,INDIAN FINANCIAL SYSTEM,3,3,0,0,SHVETA SINGH,52
389,C,SML780,MANAGERIAL ECONOMICS,3,2,0,2,SUDHIR KUMAR JAIN,152
390,C,SML802,MANAGEMENT OF IPR,3,3,0,0,SUDHIR KUMAR JAIN,61
391,D,SML760,MARKETING MANAGEMENT,3,2,0,2,MAHIM SAGAR,147
392,D,SML715,QUALITY & ENVIRONMENT MANAGEMENT SYSTEMS,3,2,0,2,RAVI SHANKAR,44
393,E,SML770,MANAGEMENT ACCOUNTS AND FINANCIAL MANAGEMENT,3,2,0,2,P KJAIN,105
394,E,SML875,INTERNATIONAL FINANCIAL MANAGEMENT,3,3,0,0,SURENDRA SINGH YADAV,53
395,F,SML870,ADVANCED FINANCIAL MANAGEMENT,3,2,0,2,P KJAIN,39
396,H,SMV895,MANAGEMENT RESEARCH METHODOLOGY,1,1,0,0,KANIKA TANDON BHAL,52
397,J,SML856,BUSINESS INTELLIGENCE,3,2,0,2,MANMOHAN PRASAD GUPTA,39
398,J,SML723,TELECOMMUNICATION SYSTEMS MANAGEMENT,3,3,0,0,MAHIM SAGAR,57
399,K,SML849,CURRENT AND EMERGING ISSUES IN MANUFACTURING MGMT,3,3,0,0,SURYA PRAKASH SINGH,33
400,K,SMV795,SYSTEMS THINKING,1,1,0,0,SUSHIL,147
401,L,SMP791,COMPUTER LABORATORY,1,0,0,2,MANMOHAN PRASAD GUPTA,147
402,L,SMV794,COMMUNICATION SKILLS,1.5,1,0,1,HARISH CHOUDHARY,49
403,L,SML873,SECURITY ANALYSIS & PROOF MANAGEMENT,3,2,0,2,SHVETA SINGH,42
404,L,SML840,MANUFACTURING STRATEGY,3,3,0,0,D KBANWET,17
405,M,SML833,ORGANISATIONAL DEVELOPMENT,3,3,0,0,V GAUTAM,6
406,M,SML730,ORGANIZATIONAL MANAGEMENT,3,3,0,0,V GAUTAM,149
407,M,SML745,OPERATIONS MANAGEMENT,3,3,0,0,RAVI SHANKAR,30
408,P,SMD792,MINOR PROJECT,3,0,0,6,RAVI SHANKAR,13
409,X,SML700,FUNDAMENTAL OF MANAGEMENT TECHNOLOGY,3,3,0,0,SUSHIL,102
410,X,SML853,SOFTWARE PROJECT MANAGEMENT,3,3,0,0,MANMOHAN PRASAD GUPTA,47
411,X,SML862,PRODUCT MANAGEMENT,3,3,0,0,HARISH CHOUDHARY,66
412,Y,SML861,MARKET RESEARCH,3,2,0,2,SEEMA SHARMA,35
413,Y,SML720,BUSINESS ENVIRONMENT AND CORPORATE STRATEGIES,3,2,0,2,MAHIM SAGAR,53
414,Y,SML740,QUANTUM METHODS,3,2,0,2,D KBANWET,156
415,Z,SML731,HUMAN RESOURCE MANAGEMENT,3,3,0,0,KANIKA TANDON BHAL,55
416,Z,SML822,INTERNATIONAL BUSINESS,3,2,0,2,SURENDRA SINGH YADAV,55
417,A,MAL724,CRYPTOLOGY,3,3,0,0,RAJENDRA KUMAR SHARMA,18
418,A,MAL730,CRYPTOGRAPHY,4,3,1,0,RAJENDRA KUMAR SHARMA,28
419,A,MAL786,CRYPTOLOGY,4,3,1,0,RAJENDRA KUMAR SHARMA,45
420,B,MAL754,PRINCIPLES OF COMPUTER GRAPHICS,4,3,0,2,M HANMANDLU,18
421,B,MAL609,BASIC COMPUTER SCIENCE,4,3,0,2,BHAWANI SANKAR PANDA,32
422,B,MAL255,LINEAR ALGEBRA,4,3,1,0,RITUMONI SARMA,58
423,C,MAL110,MATHEMATICS-I,4,3,1,0,A NAGABHUSHANANM,598
424,C,MAL111,INTRO TO ANALYSIS & DIFFERENTIAL EQUATIONS,4,3,1,0,S CHANDRA SEKHARA RAO,228
425,C,MAL115,MULTIVARIABLE CALCULUS AND MATRIX THEORY,4,3,1,0,RITUMONI SARMA,55
426,E,MAL245,TOPOLOGY AND FUNCTIONAL ANALYSIS,4,3,1,0,SUBIMAN KUNDU,34
427,E,MAL517,DIFFERENTIAL EQUATIONS,4,3,1,0,S CHANDRA SEKHARA RAO,49
428,E,MAL701,INTRODUCTION TO PROGRAMMING AND DATA STRUCTURES,4,3,0,2,SAVITA GOEL,50
429,F,MAL705,DISCRETE MATHEMATICAL STRUCTURES,3,3,0,0,A TRIPATHI,22
430,F,MAL509,PROBABILITY THEORY,4,3,1,0,S DHARMARAJA,52
431,F,MAL230,NUM METHODS & COMPUTATION,4,3,1,0,RAJENDRA KUMAR SHARMA,49
432,F,MAL180,DISCRETE MATHEMATICAL STRUCTURES,4,3,1,0,A TRIPATHI,39
433,F,MAL733,STOCHASTIC OF FINANCE,4,3,1,0,B R HANDA,34
434,H,MAL860,LINEAR ALGEBRA,3,3,0,0,J B SRIVASTAVA,9
435,H,MAL270,"MEASURE, INTEGRAL AND PROBABILITY",4,3,1,0,SUBIMAN KUNDU,26
436,H,MAL601,TOPOLOGY,4,3,1,0,WAGISH SHUKLA,33
437,J,MAL513,REAL ANALYSIS,4,3,1,0,KONIJETI SREENADH,49
438,J,MAL210,OPTIMIZATION METHODS & APPLICATIONS,4,3,1,0,SURESH CHANDRA,75
439,J,MAL856,LIE ALGEBRA,3,3,0,0,J B SRIVASTAVA,13
440,J,MAL760,ADVANCED ALGORITHMS,4,3,0,2,BHAWANI SANKAR PANDA,9
441,K,MAL240,ALGEBRA,4,3,1,0,A TRIPATHI,8
442,K,MAL250,PROBABILITY & STOCHASTIC PROCESSES,4,3,1,0,S DHARMARAJA,164
443,K,MAL519,INTRODUCTION TO COMPUTERS AND PROGRAMMING,4,3,0,2,MANI MEHRA,51
444,K,MAL256,MODERN ALGEBRA,4,3,1,0,A TRIPATHI,3
445,K,MAL717,FUZZY SETS & APPLICATIONS,3,3,0,0,APARNA MEHRA,27
446,M,MAL630,PARTIAL DIFFERENTIAL EQUATIONS,4,3,1,0,V VK SRINIVAS KUMAR,40
447,N,MAN150,INTRODUCTON TO MATHEMATICSAND COMPUTING,2,0,0,4,A NAGABHUSHANANM,54
448,P,MAP290,SYSTEM DESIGN LABORATORY,2,0,0,4,MANI MEHRA,41
449,P,MAP701,COMPUTING LAB I,2,0,0,4,RAM LAL,50
450,P,MAP707,PROGRAMMING LANGUAGES LABORATORY,2,0,0,4,MRS JAYA,31
451,P,MAT450,PRACTICAL TRAINING,0,0,0,0,S CHANDRA SEKHARA RAO,35
452,P,MAL602,FUNCTIONAL ANALYSIS,4,3,1,0,WAGISH SHUKLA,2
453,P,MAD853,MAJOR PROJECT PART 1 (MT),4,0,0,8,BHAWANI SANKAR PANDA,2
454,P,MAD851,MAJOR PROJECT PART 1 (MT),6,0,0,12,BHAWANI SANKAR PANDA,23
455,P,MAD852,MAJOR PROJECT PART 2 (MT),14,0,0,28,BHAWANI SANKAR PANDA,3
456,P,JCD801,MAJOR PROJECT PART-I,6,0,0,12,NAVEEN GARG,15
457,P,JCS800,INDEPENDENT STUDY,3,3,0,0,NAVEEN GARG,1
458,P,MAC450,COLLOQUIUM (MT),3,0,3,0,S CHANDRA SEKHARA RAO,34
459,P,MAD703,PROJECT PART I*,4,0,0,8,KONIJETI SREENADH,33
460,X,MAL503,LINEAR ALGEBRA,4,3,1,0,WAGISH SHUKLA,58
461,A,MEL433,MICRO- AND NANO- MANUFACTURING,4,3,0,2,SIVANANDAM ARAVINDAN,39
462,A,MEL705,EXPERIMENTAL METHODS IN THERMAL ENGG,4,2,0,4,P MV SUBBARAO,34
463,A,MEL761,STATISTICS FOR DECISION MAKING,4,3,0,2,NOMESH BHOJKUMAR BOLIA,34
464,A,MEL791,COMPOSITE MATERIALS & PROCESSING,4,3,0,2,NARESH BHATNAGAR,36
465,B,MEL781,MACHINING PROCESSES AND ANALYSIS,4,3,0,2,SUDARSAN GHOSH,25
466,B,MEL765,OPERATIONS RESEARCH,4,3,0,2,KIRAN SETH,37
467,B,MEL737,ADVANCED MECHANICAL DESIGN,4,3,0,2,T K KUNDRA,21
468,B,MEL707,APPLIED MATHEMATICS FOR MECHANICAL ENGG,3,2,0,2,SANGEETA KOHLI,28
469,B,MEL311,MACHINE ELEMENT DESIGN,5,3,1,2,HARISH HIRANI,105
470,C,MEL423,COMPUTERS IN MANUFACTURING ENTERPRISES,4,3,0,2,VIPUL JAIN,32
471,C,MEL703,ADVANCED THERMODYNAMICS,3,3,0,0,P L DHAR,34
472,C,MEL735,COMPUTER METHODS IN MECHANICAL DESIGN,4,3,0,2,ANOOP CHAWLA,20
473,D,MEL731,DESIGN OF MECHANISMS,4,3,0,2,SUBIR KUMAR SAHA,24
474,D,MEL420,TOTAL QUALITY MANAGEMENT,4,3,0,2,MAKARAND SHRIKRISHNA KULKARNI,48
475,D,MEL242,HEAT AND MASS TRANSFER,4,3,1,0,B PREMACHANDRAN,80
476,D,MEL231,CASTING & WELDING,4,3,0,2,SUNIL PANDEY,66
477,D,MEL787,WELDING AND ALLIED PROCESSES,4,3,0,2,SUNIL PANDEY,34
478,D,MEL836,ADVANCED LUBRICATION,4,3,0,2,HARISH HIRANI,5
479,D,MEL840,EXPERIMENTAL MODAL ANALYSIS AND DYNAMIC DESIGN,4,3,0,2,SUBODH VASANT MODAK,9
480,E,MEL807,COMPUTATIONAL HEAT TRANSFER,4,2,0,4,PRABAL TALUKDAR,11
481,E,MEL783,AUTOMATION IN MANUFACTURING,4,3,0,2,SUNIL JHA,33
482,E,MEL211,KINEMATICS & DYNAMICS OF MACHINES,4,3,0,2,JAYANTA KUMAR DUTT,138
483,E,MEL110,GRAPHIC SCIENCE,4,2,0,4,SUBODH VASANT MODAK,383
484,E,MEL120,MANUFACTURING PRACTICES,4,2,0,4,P M PANDEY,378
485,E,MEL421,PRODUCTION MANAGEMENT,4,3,0,2,MAKARAND SHRIKRISHNA KULKARNI,69
486,E,MEL346,TURBO-MACHINERY,4,3,0,2,P MV SUBBARAO,68
487,E,MEL416,ROBOTICS ENGINEERING,4,3,1,0,SUBIR KUMAR SAHA,3
488,E,MEL711,REFRIGERATION AND AIR CONDITIONING TECHNOLOHY,4,3,0,2,SANJEEV JAIN,16
489,E,MEL739,ROBOTICS,4,3,0,2,SUBIR KUMAR SAHA,6
490,F,MEL733,VIBRATIONS ENGG,4,3,0,2,KSHITIJ GUPTA,30
491,F,MEL769,METAL FORMING ANALYSIS,4,3,0,2,DIGAVALLI RAVI KUMAR,21
492,F,MEL432,MICROPROCESSOR APPLICATIONS IN MANUFACTURING,4,3,0,2,I P SINGH,43
493,F,MEL316,MECHANICAL VIBRATIONS,4,3,0,2,KSHITIJ GUPTA,14
494,F,MEL331,MACHINE-TOOLS AND CNC MANUFACTURING,4,3,0,2,P VMADHUSUDHAN RAO,35
495,F,MEL233,MACHINING; MACHINE-TOOLS AND METROLOGY,4,3,0,2,P VENKATESWARA RAO,79
496,F,MEL801,FIRE DYNAMICS & ENGINEERING,4,2,0,4,S R KALE,5
497,F,MEL851,INDUSTRIAL ENG CHALLENGES IN E-BUSINESS,3,3,0,0,VIPUL JAIN,38
498,F,MEP201,MECHANICAL ENGINEERING DRAWING,3,1,0,4,SATINDER PAUL SINGH,134
499,H,MEL221,INDUSTRIAL ENGINEERING AND OPERATIONS RESEARCH,4,3,0,2,KIRAN SETH,36
500,H,MEL140,ENGINEERING THERMODYNAMICS,4,3,1,0,M R RAVI,84
501,H,MEL342,POWER PLANT TECHNOLOGIES,4,3,0,2,SANJEEV JAIN,20
502,H,MEL345,INTERNAL COMBUSTION ENGINES,4,3,0,2,J P SUBRAMANYAM,31
503,H,MEL715,GAS DYNAMICS,4,3,0,2,SUBHRA DATTA,14
504,H,MEL671,VALUE ENGINEERING,3,2,0,2,A D GUPTA,23
505,J,MEL713,DESIGN OF IC ENGINE COMPONENTS & SUB-SYSTEMS,4,3,0,2,J P SUBRAMANYAM,34
506,J,MEL751,INDUSTRIAL ENGG. & SYSTEMS,4,3,0,2,ARUN KANDA,44
507,J,MEL344,REFRIGERATION AND AIR-CONDITIONING,4,3,0,2,P L DHAR,18
508,K,MEC410,COLLOQUIUM (ME),3,0,3,0,NARESH BHATNAGAR,69
509,K,MEC420,COLLOQUIUM (PE),3,0,3,0,SUNIL PANDEY,30
510,M,MEL323,INVESTMENT PLANNING,4,3,0,2,NOMESH BHOJKUMAR BOLIA,26
511,N,MEN120,INTRODUCTON PRODUCTIION AND INDUSTRALENGG,2,0,0,4,P M PANDEY,59
512,N,MEN110,INTRODUCTION TO MECHANIICAL ENGINEERING,2,0,0,4,SIVANANDAM ARAVINDAN,111
513,P,MEP601,INTRODUCTION TO COMPUTERS AND PROGRAMMING,2,0,0,4,GOPAL KRISHAN,32
514,P,MET410,PRACTICAL TRAINING,0,0,0,0,SUNIL JHA,59
515,P,MET420,PRACTICAL TRAINING,0,0,0,0,SUNIL JHA,27
516,P,MEL425,FLEXIBLE MANUFACTURING SYSTEMS,4,3,0,2,VIPUL JAIN,1
517,P,MEC601,MECHANICAL ENGINEERING SEMINARS,1,0,1,0,PRABAL TALUKDAR,41
518,P,MED310,MINI PROJECT (ME),4,0,0,8,SATINDER PAUL SINGH,5
519,P,MED895,MAJOR PROJECT,40,0,0,80,JAYANTA KUMAR DUTT,4
520,P,MED411,MAJOR PROJECT PART 1 (ME),3,0,0,6,SATINDER PAUL SINGH,69
521,P,MED421,MAJOR PROJECT PART 1 (PE),3,0,0,6,SATINDER PAUL SINGH,28
522,P,MED422,MAJOR PROJECT PART 2 (PE),7,0,0,14,SATINDER PAUL SINGH,4
523,P,MED811,MAJOR PROJECT PART-I,6,0,0,12,PRABAL TALUKDAR,12
524,P,MED812,MAJOR PROJECT PART-II,12,0,0,24,SANGEETA KOHLI,2
525,P,MED831,MAJOR PROJECT PART-I,6,0,0,12,A K DARPE,11
526,P,MED861,MAJOR PROJECT PART-I,6,0,0,12,VIPUL JAIN,7
527,P,MED881,MAJOR PROJECT PART-I,6,0,0,12,DIGAVALLI RAVI KUMAR,12
528,A,PHL567,ATOMIC & MOLEC SPECTROSCOPY,4,3,1,0,S C KASHYAP,37
529,A,PHL723,VACUUM SCIENCE AND CRYOGENICS,3,3,0,0,SUJEET CHAUDHARY,16
530,B,PHL753,OPTICAL SYSTEM DESIGN,3,3,0,0,KEHAR SINGH,24
531,B,PHL555,QUANTUM MECHANICS,4,3,1,0,AJIT KUMAR,57
532,B,EPL105,OPTICS,4,3,1,0,ANURAG SHARMA,72
533,B,EPL335,LOW DIMENSIONAL PHYSICS,4,3,1,0,V D VANKAR,34
534,C,EPL101,CLASSICAL MECHANICS & RELATIVITY,4,3,1,0,SANTANU GHOSH,67
535,C,PHL569,NUCLEAR PHYSICS,4,3,1,0,AMRUTA MISHRA,35
536,C,PHL701,ELECTRONIC PROPERTIES OF MATERIALS,3,3,0,0,NEERAJ KHARE,20
537,C,PHL755,STATISTICAL & QUANTUM OPTICS,3,3,0,0,SUBHASH CHOPRA,9
538,D,PHL791,FIBER OPTICS,3,3,0,0,B P PAL,51
539,D,PHL705,PHYSICS OF SEMICONDUCTOR DEVICES,3,3,0,0,VIKRAM KUMAR,27
540,D,PHL553,MATHEMATICAL PHYSICS,4,3,1,0,H C GUPTA,54
541,D,PHL110,FIELDS AND WAVES,4,3,1,0,K THYAGARAJAN,353
542,D,EPL107,ELECTROMAGNETICS,4,3,1,0,R D TAREY,68
543,D,EPL446,SPINTRONICS AND DATA STORAGE,3,3,0,0,D K PANDYA,17
544,E,EPL442,FIBER AND INTEGRATED OPTICS,3,3,0,0,R K VARSHNEY,19
545,E,EPL331,VACUUM TECHNOLOGY AND SURFACE PHYSICS,3,3,0,0,G B REDDY,1
546,E,EPL103,MATHEMATICAL PHYSICS,4,3,1,0,VARSHA BANERJEE,67
547,E,PHL551,CLASSICAL MECHANICS,4,3,1,0,D RANGANATHAN,50
548,E,PHL707,CHARACTERIZATION OF MATERIALS,3,3,0,0,RATANAMALA CHATTERJEE,41
549,E,PHL793,SEMICONDUCTOR OPTOELECTRO-NICS,3,3,0,0,G B REDDY,35
550,F,PHL703,MATERIALS TECHNOLOGY,3,3,0,0,PANKAJ SRIVASTAVA,20
551,F,PHL751,OPTICAL SOURCES DETECTORS AND PHOTOMETRY,3,3,0,0,JOBY JOSEPH,24
552,F,PHL565,COOPERATIVE PHENOMENA IN SOLIDS,4,3,1,0,SANKALPA GHOSH,35
553,F,EPL211,PRINCIPLES OF MATERIAL SYNTHESIS,4,3,1,0,BODH RAJ,53
554,F,EPL338,NON-LINEAR PHENOMENA IN PHYSICS AND ENGINEERING,4,3,1,0,V K TRIPATHY,12
555,H,EPL445,ENGINEERING OPTICS,3,3,0,0,B D GUPTA,26
556,H,PHL654,EXPERIMENTAL METHODS,3,3,0,0,MUKESH CHANDER,31
557,H,PHL557,ELECTRONICS,4,3,1,0,JITENDRA PRATAP SINGH,50
558,H,PHL727,QUANTUM HETEROSTRUCTURES,3,3,0,0,R K SONI,15
559,J,PHL795,OPTICS AND LASERS,3,3,0,0,P SENTHILKUMARAN,37
560,J,PHL800,NUMERICAL & COMPUTATIONAL METHODS IN RESEARCH,3,3,0,0,H C GUPTA,27
